"__mclCluster","name","selected"
"122","TRIM75P","false","TRIM75P"
"123","ZNF568","false","ZNF568"
"62","TPGS1","false","TPGS1"
"124","VASH1","false","VASH1"
"7","TDRD10","false","TDRD10"
"85","TBC1D20","false","TBC1D20"
"36","TBATA","false","TBATA"
"63","ZFAT","false","ZFAT"
"125","SPIN2B","false","SPIN2B"
"86","SPATA31D4","false","SPATA31D4"
"126","SPATA31A7","false","SPATA31A7"
"127","SPATA31A1","false","SPATA31A1"
"27","SPATA25","false","SPATA25"
"87","TSPY10","false","TSPY10"
"128","SLC9B2","false","SLC9B2"
"37","SEPTIN14","false","SEPTIN14"
"37","SEPTIN1","false","SEPTIN1"
"64","VCX","false","VCX"
"15","TPPP3","false","TPPP3"
"42","TRO","false","TRO"
"28","RNF38","false","RNF38"
"129","RNF151","false","RNF151"
"87","TSPY3","false","TSPY3"
"88","TSPY8","false","TSPY8"
"4","SYCE1L","false","SYCE1L"
"43","UNC13B","false","UNC13B"
"130","SHISA6","false","SHISA6"
"38","UNC5C","false","UNC5C"
"29","TDRP","false","TDRP"
"89","STRBP","false","STRBP"
"30","POMZP3","false","POMZP3"
"36","SPATC1L","false","SPATC1L"
"2","RAI14","false","RAI14"
"65","TRPM2","false","TRPM2"
"66","PARP11","false","PARP11"
"11","PAQR8","false","PAQR8"
"11","PAQR7","false","PAQR7"
"11","PAQR5","false","PAQR5"
"131","VPS13A","false","VPS13A"
"90","PAIP2","false","PAIP2"
"25","PAFAH1B3","false","PAFAH1B3"
"132","ZNF296","false","ZNF296"
"91","NPAP1","false","NPAP1"
"86","TPPP2","false","TPPP2"
"90","SPATA24","false","SPATA24"
"3","OSGIN2","false","OSGIN2"
"133","TOB2","false","TOB2"
"134","SLC38A2","false","SLC38A2"
"67","MORN2","false","MORN2"
"68","RIMBP3B","false","RIMBP3B"
"68","RIMBP3C","false","RIMBP3C"
"28","UBE2Q1","false","UBE2Q1"
"92","TUT7","false","TUT7"
"38","ROBO2","false","ROBO2"
"1","ZNF35","false","ZNF35"
"19","SLC2A14","false","SLC2A14"
"135","PRLHR","false","PRLHR"
"69","RBM7","false","RBM7"
"32","LLCFC1","false","LLCFC1"
"33","TNC","false","TNC"
"12","RLN1","false","RLN1"
"1","PLCD3","false","PLCD3"
"1","PLCD4","false","PLCD4"
"39","MEIG1","false","MEIG1"
"134","SLC38A1","false","SLC38A1"
"1","WFDC2","false","WFDC2"
"136","PLEKHA1","false","PLEKHA1"
"9","STK35","false","STK35"
"9","PDIK1L","false","PDIK1L"
"93","UMODL1","false","UMODL1"
"137","VASH2","false","VASH2"
,"ZMYND15","false","ZMYND15"
"137","HSF2","false","HSF2"
"70","SYCP2L","false","SYCP2L"
"70","HROB","false","HROB"
"34","HOXD10","false","HOXD10"
"34","HOXD9","false","HOXD9"
"94","TEX19","false","TEX19"
"1","HMX3","false","HMX3"
"95","KPNA6","false","KPNA6"
"1","NHLH2","false","NHLH2"
,"TLE6","false","TLE6"
"138","HYAL3","false","HYAL3"
"125","SPIN1","false","SPIN1"
"46","NPM2","false","NPM2"
"46","SEBOX","false","SEBOX"
"28","SPATA5","false","SPATA5"
"34","KRT9","false","KRT9"
"46","H1-6","false","H1-6"
"46","H1-7","false","H1-7"
"7","PIWIL3","false","PIWIL3"
"51","OVOL2","false","OVOL2"
"139","SPTBN4","false","SPTBN4"
"6","RAB13","false","RAB13"
"47","SELENOF","false","SELENOF"
"96","GNPDA1","false","GNPDA1"
"97","SPIN4","false","SPIN4"
"97","GMCL2","false","GMCL2"
"140","GLRB","false","GLRB"
"141","GK2","false","GK2"
"31","GJA10","false","GJA10"
"31","GJB5","false","GJB5"
"64","SCX","false","SCX"
"48","PCDH12","false","PCDH12"
"1","HAND1","false","HAND1"
"31","P2RX1","false","P2RX1"
"52","TESC","false","TESC"
"25","PANK2","false","PANK2"
"53","FUT7","false","FUT7"
"38","LHX4","false","LHX4"
"98","FOXJ3","false","FOXJ3"
"12","MAGED2","false","MAGED2"
"34","HOXA11","false","HOXA11"
"99","SPIRE1","false","SPIRE1"
"71","SPATA48","false","SPATA48"
"44","TCF23","false","TCF23"
"1","INSRR","false","INSRR"
"90","ZSCAN2","false","ZSCAN2"
"38","ZFP41-2","false","ZFP41-2"
"34","HOXD13","false","HOXD13"
"3","LDOC1","false","LDOC1"
"99","SPIRE2","false","SPIRE2"
"4","FAM9C","false","FAM9C"
"142","FAM209B","false","FAM209B"
"86","TMPRSS12","false","TMPRSS12"
"143","TSSK3","false","TSSK3"
"7","TDRD15","false","TDRD15"
"144","ETNK2","false","ETNK2"
"145","SAFB2","false","SAFB2"
"1","GABRB1","false","GABRB1"
"100","UMPS","false","UMPS"
"146","EPYC","false","EPYC"
"147","FEM1B","false","FEM1B"
"45","GLIPR1L1","false","GLIPR1L1"
"20","NME5","false","NME5"
"54","STOX2","false","STOX2"
"96","PGM3","false","PGM3"
"54","EIF2B4","false","EIF2B4"
"1","POU4F2","false","POU4F2"
"101","NDRG3","false","NDRG3"
"1","TIMP4","false","TIMP4"
"35","MYCBP","false","MYCBP"
"29","NUPR1","false","NUPR1"
"52","ZNF148","false","ZNF148"
"148","DUSP13","false","DUSP13"
"72","FAM71F2","false","FAM71F2"
"43","SYT6","false","SYT6"
"102","TEKT5","false","TEKT5"
"103","DPCD","false","DPCD"
"1","NR6A1","false","NR6A1"
"149","TAZ","false","TAZ"
"149","DNAJC19","false","DNAJC19"
"150","DMRTC2","false","DMRTC2"
"104","DMRTA2","false","DMRTA2"
"104","DMRT3","false","DMRT3"
"150","SOX30","false","SOX30"
"151","SLC22A14","false","SLC22A14"
"65","TRPC7","false","TRPC7"
"100","PRPS1L1","false","PRPS1L1"
"37","SEPTIN6","false","SEPTIN6"
"152","GPR149","false","GPR149"
"73","DEFB118","false","DEFB118"
"105","ENDOU","false","ENDOU"
"19","FABP9","false","FABP9"
"153","SLC22A16","false","SLC22A16"
"7","DDX25","false","DDX25"
"74","DMRTB1","false","DMRTB1"
"37","TEX14","false","TEX14"
"106","SIX4","false","SIX4"
"154","STRA6","false","STRA6"
"64","CYP7B1","false","CYP7B1"
"11","CYP27B1","false","CYP27B1"
,"CYP26B1","false","CYP26B1"
"75","SPATA31E1","false","SPATA31E1"
"106","DACH2","false","DACH2"
"155","MEA1","false","MEA1"
"42","RPL39L","false","RPL39L"
"69","SF1","false","SF1"
"42","RPL10L","false","RPL10L"
"1","NDP","false","NDP"
"6","KCNE1","false","KCNE1"
"1","LGR4","false","LGR4"
"1","ROR2","false","ROR2"
"1","NEURL1","false","NEURL1"
"1","SOX15","false","SOX15"
"1","RSPO3","false","RSPO3"
"1","PLAG1","false","PLAG1"
"5","PYGO1","false","PYGO1"
"28","UBE2B","false","UBE2B"
"1","IRF2BPL","false","IRF2BPL"
"1","SLIRP","false","SLIRP"
"76","NECTIN2","false","NECTIN2"
,"PRMT7","false","PRMT7"
"5","CTCFL","false","CTCFL"
,"UTP14C","false","UTP14C"
"43","STX2","false","STX2"
"54","EIF2B2","false","EIF2B2"
"40","CSMD1","false","CSMD1"
"1","SERPINB5","false","SERPINB5"
"73","SPAG11B","false","SPAG11B"
"156","EDDM3A","false","EDDM3A"
"140","GLRA1","false","GLRA1"
"5","PLAC1","false","PLAC1"
"55","CORIN","false","CORIN"
"33","COL9A3","false","COL9A3"
"33","COL16A1","false","COL16A1"
"25","PRR19","false","PRR19"
"43","RIMS1","false","RIMS1"
"6","PPP1R1B","false","PPP1R1B"
"105","CNOT9","false","CNOT9"
"155","KLHDC3","false","KLHDC3"
"41","TOPAZ1","false","TOPAZ1"
"54","EIF2B5","false","EIF2B5"
"157","CLIC5","false","CLIC5"
"157","CLIC4","false","CLIC4"
"73","DEFB126","false","DEFB126"
"51","GRHL2","false","GRHL2"
"31","GJB3","false","GJB3"
"56","SPINT1","false","SPINT1"
"158","HESX1","false","HESX1"
"159","POLR1B","false","POLR1B"
"77","HS6ST1","false","HS6ST1"
"8","CGB8","false","CGB8"
"8","CGB3","false","CGB3"
"57","SLC26A6","false","SLC26A6"
"57","SLC26A3","false","SLC26A3"
"57","SLC4A2","false","SLC4A2"
"96","LRRC8A","false","LRRC8A"
"1","SCGB1A1","false","SCGB1A1"
"160","CFAP97D1","false","CFAP97D1"
"62","CFAP97","false","CFAP97"
"161","SPATA6L","false","SPATA6L"
"162","TEX43","false","TEX43"
"151","DLEC1","false","DLEC1"
"32","FOLR3","false","FOLR3"
"39","SPAG16","false","SPAG16"
"39","CFAP221","false","CFAP221"
"16","CFAP47","false","CFAP47"
"107","TSSK1B","false","TSSK1B"
,"FAM170B","false","FAM170B"
"41","TUBGCP2","false","TUBGCP2"
"107","MKRN2","false","MKRN2"
"163","CELF4","false","CELF4"
"89","STAU2","false","STAU2"
"102","PARN","false","PARN"
"102","PNLDC1","false","PNLDC1"
"89","STAU1","false","STAU1"
"78","TTPA","false","TTPA"
"1","MAFF","false","MAFF"
"10","TSPY9P","false","TSPY9P"
"10","TSPY2","false","TSPY2"
"88","RBMY1B","false","RBMY1B"
"88","TSPY4","false","TSPY4"
"1","CDX4","false","CDX4"
"1","UBTFL1","false","UBTFL1"
"132","UTF1","false","UTF1"
"21","DND1","false","DND1"
"106","DACH1","false","DACH1"
"1","CDKL2","false","CDKL2"
"28","KATNAL1","false","KATNAL1"
"2","NCAPH2","false","NCAPH2"
"58","LHFPL2","false","LHFPL2"
"58","IGSF8","false","IGSF8"
"58","TSPAN8","false","TSPAN8"
"42","RPL29","false","RPL29"
"9","DNAJA1","false","DNAJA1"
"42","EIF5A2","false","EIF5A2"
"164","RTCB","false","RTCB"
"41","TUBG2","false","TUBG2"
"79","PITHD1","false","PITHD1"
"165","RHOBTB3","false","RHOBTB3"
,"XRN2","false","XRN2"
"27","TBPL1","false","TBPL1"
"95","YBX3","false","YBX3"
"166","FBXW8","false","FBXW8"
"1","PRLR","false","PRLR"
"1","FZD5","false","FZD5"
"7","MARF1","false","MARF1"
,"MEIOC","false","MEIOC"
"79","CCNY","false","CCNY"
"2","HMGB2","false","HMGB2"
"4","STAG1","false","STAG1"
"79","CCNYL1","false","CCNYL1"
"80","CRHBP","false","CRHBP"
"4","CNTD1","false","CNTD1"
"71","FIGNL1","false","FIGNL1"
"4","RNF212B","false","RNF212B"
"2","SCAPER","false","SCAPER"
"2","FBXO43","false","FBXO43"
"19","ELSPBP1","false","ELSPBP1"
"74","CELF3","false","CELF3"
"46","H1-1","false","H1-1"
"1","TEAD3","false","TEAD3"
"75","CYLC1","false","CYLC1"
"75","CCIN","false","CCIN"
"49","TSSK2","false","TSSK2"
"160","TTLL9","false","TTLL9"
"167","RFX2","false","RFX2"
"15","TTC12","false","TTC12"
"39","CFAP54","false","CFAP54"
"168","TCTE1","false","TCTE1"
"15","RSPH6A","false","RSPH6A"
"108","IQCF1","false","IQCF1"
"49","CCDC42","false","CCDC42"
"143","KLHL10","false","KLHL10"
"108","FSCN3","false","FSCN3"
"108","CCDC182","false","CCDC182"
"40","SUN2","false","SUN2"
"4","SUN1","false","SUN1"
"36","SPAG4","false","SPAG4"
"40","SYNE1","false","SYNE1"
"40","LRMP","false","LRMP"
"40","SPDYA","false","SPDYA"
"40","CCDC87","false","CCDC87"
"15","CCDC40","false","CCDC40"
"15","DNAI1","false","DNAI1"
"15","LRRC6","false","LRRC6"
"15","DNAH11","false","DNAH11"
"15","SPAG1","false","SPAG1"
"20","CFAP45","false","CFAP45"
"15","CFAP157","false","CFAP157"
"20","SPAG8","false","SPAG8"
"20","PACRG","false","PACRG"
"20","CCDC63","false","CCDC63"
"15","GAS8","false","GAS8"
"15","DNAH5","false","DNAH5"
"20","MNS1","false","MNS1"
"15","CCDC151","false","CCDC151"
"169","CCDC134","false","CCDC134"
,"UBAP2L","false","UBAP2L"
"45","SPACA7","false","SPACA7"
"75","CYLC2","false","CYLC2"
"109","TXNDC8","false","TXNDC8"
"17","CATSPER4","false","CATSPER4"
"126","SPATA32","false","SPATA32"
"17","SLCO4C1","false","SLCO4C1"
"57","SLC26A8","false","SLC26A8"
"22","FAM71D","false","FAM71D"
"22","SLC9B1","false","SLC9B1"
"17","LRRC52","false","LRRC52"
"105","DEDD","false","DEDD"
"170","DSG1","false","DSG1"
"31","PANX1","false","PANX1"
,"GOLGA3","false","GOLGA3"
"54","EIF2S2","false","EIF2S2"
,"CELF1","false","CELF1"
"47","PRDX4","false","PRDX4"
"76","NECTIN3","false","NECTIN3"
"171","JAM3","false","JAM3"
"17","CATSPERG","false","CATSPERG"
"17","CATSPERZ","false","CATSPERZ"
"17","EFCAB9","false","EFCAB9"
"17","CATSPERD","false","CATSPERD"
"17","CATSPERE","false","CATSPERE"
"17","CATSPER3","false","CATSPER3"
"17","CATSPERB","false","CATSPERB"
"17","CACNA1I","false","CACNA1I"
,"TCP11","false","TCP11"
"29","TSSK6","false","TSSK6"
"142","FAM209A","false","FAM209A"
,"LRGUK","false","LRGUK"
"20","ENKUR","false","ENKUR"
"68","RIMBP3","false","RIMBP3"
"122","TRIM36","false","TRIM36"
"16","CFAP206","false","CFAP206"
"172","EQTN","false","EQTN"
"172","C9orf24","false","C9orf24"
"22","C7orf61","false","C7orf61"
"173","C3orf62","false","C3orf62"
"174","CXADR","false","CXADR"
"4","CCNB1IP1","false","CCNB1IP1"
"4","C1orf146","false","C1orf146"
"93","C19orf57","false","C19orf57"
"32","TMEM95","false","TMEM95"
"32","SPACA6","false","SPACA6"
"32","C16orf92","false","C16orf92"
"4","SYCE3","false","SYCE3"
"4","RNF212","false","RNF212"
"4","SYCP2","false","SYCP2"
"4","TERB2","false","TERB2"
"4","MCMDC2","false","MCMDC2"
,"CNBD2","false","CNBD2"
"4","SPATA22","false","SPATA22"
"4","MAJIN","false","MAJIN"
"4","TEX12","false","TEX12"
"4","C14orf39","false","C14orf39"
"15","PIH1D3","false","PIH1D3"
"27","C11orf88","false","C11orf88"
"4","SPATA31A6","false","SPATA31A6"
"13","C11orf74","false","C11orf74"
"175","FAM170A","false","FAM170A"
"2","CCNI","false","CCNI"
"2","CEP57","false","CEP57"
"2","MEIKIN","false","MEIKIN"
"2","CENPC","false","CENPC"
"2","ZW10","false","ZW10"
"40","CCDC155","false","CCDC155"
"176","LCN6","false","LCN6"
"36","HOOK1","false","HOOK1"
"33","ITGA3","false","ITGA3"
"3","CENPX","false","CENPX"
"152","DHX36","false","DHX36"
"3","CENPS","false","CENPS"
"36","SUN5","false","SUN5"
"29","PRM3","false","PRM3"
"36","PMFBP1","false","PMFBP1"
"27","TAF4B","false","TAF4B"
"103","TFPT","false","TFPT"
"27","TAF10","false","TAF10"
"73","DEFB1","false","DEFB1"
"20","CFAP52","false","CFAP52"
"69","SNRPA1","false","SNRPA1"
"59","CBX7","false","CBX7"
"10","BPY2C","false","BPY2C"
"10","BPY2B","false","BPY2B"
"10","CDY2B","false","CDY2B"
"10","DAZ2","false","DAZ2"
"10","DAZ3","false","DAZ3"
"10","DAZ4","false","DAZ4"
"10","USP9Y","false","USP9Y"
"10","DDX3Y","false","DDX3Y"
"10","PCDH11Y","false","PCDH11Y"
"10","ZFY","false","ZFY"
"10","BPY2","false","BPY2"
"27","CECR2","false","CECR2"
"27","TAF1L","false","TAF1L"
"5","SPOCD1","false","SPOCD1"
"5","KDM1B","false","KDM1B"
"21","NANOS1","false","NANOS1"
"10","CDY2A","false","CDY2A"
"10","DAZAP1","false","DAZAP1"
"177","BNC1","false","BNC1"
"8","CTDNEP1","false","CTDNEP1"
"9","LIMK2","false","LIMK2"
"1","BRINP1","false","BRINP1"
"175","DEAF1","false","DEAF1"
"101","OSR1","false","OSR1"
"1","TBXT","false","TBXT"
"1","TBX3","false","TBX3"
"1","FOXC1","false","FOXC1"
"1","FOXF2","false","FOXF2"
"1","PTN","false","PTN"
"1","WNT2B","false","WNT2B"
"1","WNT7B","false","WNT7B"
"53","DLX3","false","DLX3"
"38","LHX3","false","LHX3"
"1","CITED1","false","CITED1"
"21","ID4","false","ID4"
"178","SALL1","false","SALL1"
"34","HOXA10","false","HOXA10"
"1","LHX1","false","LHX1"
"1","WNT9B","false","WNT9B"
"1","TCF21","false","TCF21"
"59","ZFP42","false","ZFP42"
"1","NEUROG1","false","NEUROG1"
"34","HOXA13","false","HOXA13"
"1","ETV2","false","ETV2"
"46","H1-8","false","H1-8"
,"NLRP5","false","NLRP5"
"2","WEE2","false","WEE2"
"4","HFM1","false","HFM1"
"48","IGFBP7","false","IGFBP7"
"94","HECTD1","false","HECTD1"
"94","UBR2","false","UBR2"
"9","MOS","false","MOS"
"1","TEAD4","false","TEAD4"
"23","STC2","false","STC2"
"53","VMP1","false","VMP1"
"39","IMMP2L","false","IMMP2L"
,"UBE2J1","false","UBE2J1"
"66","SPATA2","false","SPATA2"
"37","SEPTIN4","false","SEPTIN4"
"66","RNF114","false","RNF114"
"110","RHBDD1","false","RHBDD1"
"179","ZGLP1","false","ZGLP1"
,"SIX5","false","SIX5"
"179","BHMG1","false","BHMG1"
"100","TRIM27","false","TRIM27"
"1","JUNB","false","JUNB"
"53","PATZ1","false","PATZ1"
,"FBXW11","false","FBXW11"
"52","OSBP2","false","OSBP2"
"147","FOXJ2","false","FOXJ2"
"1","NUDT1","false","NUDT1"
"69","KHDRBS1","false","KHDRBS1"
"110","NSDHL","false","NSDHL"
"13","MDFI","false","MDFI"
"13","IFT27","false","IFT27"
"13","IFT20","false","IFT20"
"13","NPHP4","false","NPHP4"
"13","TTC26","false","TTC26"
"168","DRC7","false","DRC7"
"9","CCT4","false","CCT4"
"9","MKKS","false","MKKS"
"13","BBS2","false","BBS2"
"13","IFT81","false","IFT81"
"13","HSPB11","false","HSPB11"
"13","BBS1","false","BBS1"
"31","GJB2","false","GJB2"
"177","TP63","false","TP63"
"111","PTGDR","false","PTGDR"
"1","BCL2L2-PABPN1","false","BCL2L2-PABPN1"
"1","SLC25A31","false","SLC25A31"
"112","LGALS9","false","LGALS9"
"161","IQCG","false","IQCG"
"1","BCL2L10","false","BCL2L10"
"1","BOK","false","BOK"
"1","BIK","false","BIK"
"1","LFNG","false","LFNG"
"81","WASHC5","false","WASHC5"
"81","HEXB","false","HEXB"
"81","B4GALNT1","false","B4GALNT1"
"67","GAS2","false","GAS2"
"1","TYRO3","false","TYRO3"
"113","RDH10","false","RDH10"
"124","TUBB8","false","TUBB8"
"25","PAFAH1B1","false","PAFAH1B1"
"2","PTTG2","false","PTTG2"
"107","CEP131","false","CEP131"
"180","PPP3R2","false","PPP3R2"
"25","PAFAH1B2","false","PAFAH1B2"
"28","PSMA8","false","PSMA8"
"28","PSMD13","false","PSMD13"
"79","CDK16","false","CDK16"
"98","CSDE1","false","CSDE1"
"40","MYBL1","false","MYBL1"
"1","USP9X","false","USP9X"
"82","RPS6KA2","false","RPS6KA2"
"47","PRDX3","false","PRDX3"
"1","DLG1","false","DLG1"
"6","ATP2B4","false","ATP2B4"
"27","TAF4","false","TAF4"
"3","RAD50","false","RAD50"
"3","ERCC4","false","ERCC4"
"3","RAD51D","false","RAD51D"
"3","CETN2","false","CETN2"
"3","RAD51C","false","RAD51C"
"3","TOP3A","false","TOP3A"
"3","RAD51B","false","RAD51B"
"3","RAD1","false","RAD1"
"3","MUS81","false","MUS81"
"3","XRCC2","false","XRCC2"
"2","SMC3","false","SMC3"
"3","FANCG","false","FANCG"
"3","SLX4","false","SLX4"
"3","FANCC","false","FANCC"
"3","MLH3","false","MLH3"
"3","EME1","false","EME1"
"3","RMI1","false","RMI1"
"4","MSH5","false","MSH5"
"3","FANCL","false","FANCL"
"3","EME2","false","EME2"
"3","RAD54B","false","RAD54B"
"3","PSMC3IP","false","PSMC3IP"
,"BIRC6","false","BIRC6"
"28","PSME4","false","PSME4"
"2","BUB3","false","BUB3"
"103","RUVBL1","false","RUVBL1"
"3","HUS1B","false","HUS1B"
"1","ROS1","false","ROS1"
"3","NBN","false","NBN"
,"HERC2","false","HERC2"
"3","BRIP1","false","BRIP1"
"3","HUS1","false","HUS1"
"123","TRIM28","false","TRIM28"
"7","MORC1","false","MORC1"
"2","STAG2","false","STAG2"
"3","DMC1","false","DMC1"
"127","TTLL8","false","TTLL8"
"9","TTLL3","false","TTLL3"
,"ATAT1","false","ATAT1"
"7","TDRD12","false","TDRD12"
"7","TDRD9","false","TDRD9"
"7","TDRKH","false","TDRKH"
"7","PLD6","false","PLD6"
"7","TDRD5","false","TDRD5"
"7","TDRD6","false","TDRD6"
"7","EXD1","false","EXD1"
"7","TDRD7","false","TDRD7"
"7","MOV10L1","false","MOV10L1"
"7","TDRD1","false","TDRD1"
"114","LYZL6","false","LYZL6"
"148","LYZL4","false","LYZL4"
"114","FETUB","false","FETUB"
"2","CKS2","false","CKS2"
"2","ZCWPW1","false","ZCWPW1"
"2","MASTL","false","MASTL"
"2","NCAPD3","false","NCAPD3"
"3","RBBP8","false","RBBP8"
"2","NUMA1","false","NUMA1"
"41","TUBGCP5","false","TUBGCP5"
"2","CENPI","false","CENPI"
"70","MCM8","false","MCM8"
"129","SHCBP1L","false","SHCBP1L"
"2","SGO2","false","SGO2"
"2","SMC4","false","SMC4"
"2","KNL1","false","KNL1"
"2","NCAPD2","false","NCAPD2"
"2","E2F7","false","E2F7"
"2","SMC2","false","SMC2"
"2","KIF18A","false","KIF18A"
"41","TUBGCP3","false","TUBGCP3"
"41","TUBGCP4","false","TUBGCP4"
"41","TUBG1","false","TUBG1"
"41","TUBGCP6","false","TUBGCP6"
"3","MND1","false","MND1"
"5","KDM2B","false","KDM2B"
"42","SNU13","false","SNU13"
"2","SMC1A","false","SMC1A"
"3","RAD54L","false","RAD54L"
"2","PTTG1","false","PTTG1"
"4","SMC1B","false","SMC1B"
"2","ASPM","false","ASPM"
"2","SGO1","false","SGO1"
"3","PCNA","false","PCNA"
"2","NUF2","false","NUF2"
"70","MCM9","false","MCM9"
"3","FANCM","false","FANCM"
"2","AURKC","false","AURKC"
"2","PKMYT1","false","PKMYT1"
"2","NDC80","false","NDC80"
"2","ESPL1","false","ESPL1"
"5","NASP","false","NASP"
"3","RPA1","false","RPA1"
"2","E2F8","false","E2F8"
"2","NCAPH","false","NCAPH"
"2","FBXO5","false","FBXO5"
"2","RAD51AP1","false","RAD51AP1"
"2","ASF1B","false","ASF1B"
"1","EOMES","false","EOMES"
"48","PHLDA2","false","PHLDA2"
"5","DNMT3L","false","DNMT3L"
,"GCM1","false","GCM1"
"1","HES1","false","HES1"
"181","GAL3ST1","false","GAL3ST1"
"2","TRIP13","false","TRIP13"
"6","OR10J1","false","OR10J1"
"6","OR2H2","false","OR2H2"
"31","CLDN4","false","CLDN4"
"1","CTNNA1","false","CTNNA1"
"1","NPAS1","false","NPAS1"
"11","CLOCK","false","CLOCK"
"11","CITED2","false","CITED2"
"11","THRB","false","THRB"
"11","THRA","false","THRA"
"16","CFAP58","false","CFAP58"
"16","CFAP65","false","CFAP65"
"15","RSPH1","false","RSPH1"
"16","WDR66","false","WDR66"
"115","SPATA9","false","SPATA9"
"16","MAATS1","false","MAATS1"
"37","SEPTIN12","false","SEPTIN12"
"16","DZIP1","false","DZIP1"
"16","ARMC2","false","ARMC2"
"85","TBC1D21","false","TBC1D21"
"85","ARMC12","false","ARMC12"
"182","IRX5","false","IRX5"
"1","ETV6","false","ETV6"
"182","ARID5B","false","ARID5B"
"116","SPANXB1","false","SPANXB1"
"183","CHD5","false","CHD5"
"183","MBD2","false","MBD2"
"5","ING2","false","ING2"
"5","ARID4B","false","ARID4B"
"5","EPC1","false","EPC1"
"5","ARID4A","false","ARID4A"
"60","AZIN2","false","AZIN2"
"1","IL4R","false","IL4R"
"1","MERTK","false","MERTK"
"83","GOLGA2","false","GOLGA2"
"83","FOLR1","false","FOLR1"
"83","TMED2","false","TMED2"
"91","UBE3A","false","UBE3A"
"5","BRD2","false","BRD2"
,"KDM3A","false","KDM3A"
,"NR2C2","false","NR2C2"
"184","TMF1","false","TMF1"
"13","WDR19","false","WDR19"
"74","ATN1","false","ATN1"
"10","TSPY1","false","TSPY1"
"66","TIPARP","false","TIPARP"
"5","KDM5B","false","KDM5B"
"1","ZNF318","false","ZNF318"
"76","MAK","false","MAK"
"117","ZMIZ1","false","ZMIZ1"
"11","NRIP1","false","NRIP1"
"28","WDR48","false","WDR48"
"11","HOXB13","false","HOXB13"
"2","TOP2B","false","TOP2B"
"5","INTS13","false","INTS13"
"7","RNF17","false","RNF17"
,"WDR77","false","WDR77"
"5","KAT5","false","KAT5"
,"KLC3","false","KLC3"
"112","BAG6","false","BAG6"
"1","CAPN2","false","CAPN2"
"110","DHCR24","false","DHCR24"
"136","HTRA1","false","HTRA1"
"174","CD46","false","CD46"
"22","SEMG1","false","SEMG1"
"178","TMEM119","false","TMEM119"
"9","DNAJB6","false","DNAJB6"
"185","CGB7","false","CGB7"
"8","CGB5","false","CGB5"
"185","APOL2","false","APOL2"
"78","PLTP","false","PLTP"
"166","CUL7","false","CUL7"
"186","APELA","false","APELA"
"98","PUM1","false","PUM1"
"2","BUB1","false","BUB1"
"2","BUB1B","false","BUB1B"
"131","VPS13B","false","VPS13B"
,"AP3B1","false","AP3B1"
"6","CRIP1","false","CRIP1"
